               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 351,            0.050909,            0.028854,           0.0016279,             0.59678,             0.81912,             0.77362,             0.36896,            0.054127,            0.028021,           0.0013046,            0.006535,            0.006535,            0.006535
                 352,             0.05664,            0.038553,            0.003286,             0.59678,             0.81912,             0.77362,             0.36896,            0.054127,            0.028021,           0.0013046,           0.0065251,           0.0065251,           0.0065251
                 352,             0.05664,            0.038553,            0.003286,             0.59678,             0.81912,             0.77362,             0.36896,            0.054127,            0.028021,           0.0013046,           0.0065251,           0.0065251,           0.0065251
                 353,            0.050789,            0.031101,           0.0036829,             0.59678,             0.81912,             0.77362,             0.36896,            0.054127,            0.028021,           0.0013046,           0.0065152,           0.0065152,           0.0065152
                 353,            0.050789,            0.031101,           0.0036829,             0.59678,             0.81912,             0.77362,             0.36896,            0.054127,            0.028021,           0.0013046,           0.0065152,           0.0065152,           0.0065152
                 354,            0.050151,            0.026971,           0.0025247,             0.59678,             0.81912,             0.77362,             0.36896,            0.054127,            0.028021,           0.0013046,           0.0065053,           0.0065053,           0.0065053
                 354,            0.050151,            0.026971,           0.0025247,             0.59678,             0.81912,             0.77362,             0.36896,            0.054127,            0.028021,           0.0013046,           0.0065053,           0.0065053,           0.0065053
                 355,             0.05516,             0.02656,           0.0036093,             0.58208,             0.71699,              0.7234,             0.34423,             0.05546,            0.027752,           0.0013037,           0.0064954,           0.0064954,           0.0064954
                 355,             0.05516,             0.02656,           0.0036093,             0.58208,             0.71699,              0.7234,             0.34423,             0.05546,            0.027752,           0.0013037,           0.0064954,           0.0064954,           0.0064954
                 356,             0.05437,            0.034381,            0.002404,             0.58208,             0.71699,              0.7234,             0.34423,             0.05546,            0.027752,           0.0013037,           0.0064855,           0.0064855,           0.0064855
                 356,             0.05437,            0.034381,            0.002404,             0.58208,             0.71699,              0.7234,             0.34423,             0.05546,            0.027752,           0.0013037,           0.0064855,           0.0064855,           0.0064855
                 357,            0.056262,             0.04353,             0.00277,             0.58208,             0.71699,              0.7234,             0.34423,             0.05546,            0.027752,           0.0013037,           0.0064756,           0.0064756,           0.0064756
                 357,            0.056262,             0.04353,             0.00277,             0.58208,             0.71699,              0.7234,             0.34423,             0.05546,            0.027752,           0.0013037,           0.0064756,           0.0064756,           0.0064756
                 358,             0.05495,             0.03686,           0.0036484,             0.58208,             0.71699,              0.7234,             0.34423,             0.05546,            0.027752,           0.0013037,           0.0064657,           0.0064657,           0.0064657
                 358,             0.05495,             0.03686,           0.0036484,             0.58208,             0.71699,              0.7234,             0.34423,             0.05546,            0.027752,           0.0013037,           0.0064657,           0.0064657,           0.0064657
                 359,            0.058739,            0.026996,           0.0055555,             0.79414,             0.74407,             0.83351,             0.36652,            0.057653,            0.027272,           0.0012787,           0.0064558,           0.0064558,           0.0064558
                 359,            0.058739,            0.026996,           0.0055555,             0.79414,             0.74407,             0.83351,             0.36652,            0.057653,            0.027272,           0.0012787,           0.0064558,           0.0064558,           0.0064558
                 360,            0.055513,            0.028683,           0.0050931,             0.79414,             0.74407,             0.83351,             0.36652,            0.057653,            0.027272,           0.0012787,           0.0064459,           0.0064459,           0.0064459
                 360,            0.055513,            0.028683,           0.0050931,             0.79414,             0.74407,             0.83351,             0.36652,            0.057653,            0.027272,           0.0012787,           0.0064459,           0.0064459,           0.0064459
                 361,            0.055388,            0.032659,           0.0023661,             0.79414,             0.74407,             0.83351,             0.36652,            0.057653,            0.027272,           0.0012787,            0.006436,            0.006436,            0.006436
                 361,            0.055388,            0.032659,           0.0023661,             0.79414,             0.74407,             0.83351,             0.36652,            0.057653,            0.027272,           0.0012787,            0.006436,            0.006436,            0.006436
                 362,            0.063185,            0.047267,           0.0031533,             0.79414,             0.74407,             0.83351,             0.36652,            0.057653,            0.027272,           0.0012787,           0.0064261,           0.0064261,           0.0064261
                 362,            0.063185,            0.047267,           0.0031533,             0.79414,             0.74407,             0.83351,             0.36652,            0.057653,            0.027272,           0.0012787,           0.0064261,           0.0064261,           0.0064261
                 363,            0.056472,            0.033065,           0.0026951,             0.72991,                0.75,             0.83175,             0.40764,            0.051139,            0.027258,           0.0012622,           0.0064162,           0.0064162,           0.0064162
                 363,            0.056472,            0.033065,           0.0026951,             0.72991,                0.75,             0.83175,             0.40764,            0.051139,            0.027258,           0.0012622,           0.0064162,           0.0064162,           0.0064162
                 364,             0.05013,            0.036494,           0.0018885,             0.72991,                0.75,             0.83175,             0.40764,            0.051139,            0.027258,           0.0012622,           0.0064063,           0.0064063,           0.0064063
                 364,             0.05013,            0.036494,           0.0018885,             0.72991,                0.75,             0.83175,             0.40764,            0.051139,            0.027258,           0.0012622,           0.0064063,           0.0064063,           0.0064063
                 365,            0.055562,              0.0346,            0.002531,             0.72991,                0.75,             0.83175,             0.40764,            0.051139,            0.027258,           0.0012622,           0.0063964,           0.0063964,           0.0063964
                 365,            0.055562,              0.0346,            0.002531,             0.72991,                0.75,             0.83175,             0.40764,            0.051139,            0.027258,           0.0012622,           0.0063964,           0.0063964,           0.0063964
                 366,            0.058079,            0.046061,           0.0030405,             0.72991,                0.75,             0.83175,             0.40764,            0.051139,            0.027258,           0.0012622,           0.0063865,           0.0063865,           0.0063865
                 366,            0.058079,            0.046061,           0.0030405,             0.72991,                0.75,             0.83175,             0.40764,            0.051139,            0.027258,           0.0012622,           0.0063865,           0.0063865,           0.0063865
                 367,            0.056869,            0.037034,           0.0050943,             0.79336,             0.77904,             0.85844,             0.45686,            0.049228,             0.02721,           0.0012757,           0.0063766,           0.0063766,           0.0063766
                 367,            0.056869,            0.037034,           0.0050943,             0.79336,             0.77904,             0.85844,             0.45686,            0.049228,             0.02721,           0.0012757,           0.0063766,           0.0063766,           0.0063766
                 368,            0.052853,            0.049388,           0.0021365,             0.79336,             0.77904,             0.85844,             0.45686,            0.049228,             0.02721,           0.0012757,           0.0063667,           0.0063667,           0.0063667
                 368,            0.052853,            0.049388,           0.0021365,             0.79336,             0.77904,             0.85844,             0.45686,            0.049228,             0.02721,           0.0012757,           0.0063667,           0.0063667,           0.0063667
                 369,            0.047861,            0.048257,           0.0038279,             0.79336,             0.77904,             0.85844,             0.45686,            0.049228,             0.02721,           0.0012757,           0.0063568,           0.0063568,           0.0063568
                 369,            0.047861,            0.048257,           0.0038279,             0.79336,             0.77904,             0.85844,             0.45686,            0.049228,             0.02721,           0.0012757,           0.0063568,           0.0063568,           0.0063568
                 370,            0.049195,            0.037171,           0.0020425,             0.79336,             0.77904,             0.85844,             0.45686,            0.049228,             0.02721,           0.0012757,           0.0063469,           0.0063469,           0.0063469
                 370,            0.049195,            0.037171,           0.0020425,             0.79336,             0.77904,             0.85844,             0.45686,            0.049228,             0.02721,           0.0012757,           0.0063469,           0.0063469,           0.0063469
                 371,             0.04308,            0.022417,           0.0024409,             0.67681,             0.77061,             0.74924,             0.38155,            0.049316,            0.026988,           0.0012866,            0.006337,            0.006337,            0.006337
                 371,             0.04308,            0.022417,           0.0024409,             0.67681,             0.77061,             0.74924,             0.38155,            0.049316,            0.026988,           0.0012866,            0.006337,            0.006337,            0.006337
                 372,            0.047976,            0.029081,           0.0038255,             0.67681,             0.77061,             0.74924,             0.38155,            0.049316,            0.026988,           0.0012866,           0.0063271,           0.0063271,           0.0063271
                 372,            0.047976,            0.029081,           0.0038255,             0.67681,             0.77061,             0.74924,             0.38155,            0.049316,            0.026988,           0.0012866,           0.0063271,           0.0063271,           0.0063271
                 373,            0.052449,            0.032105,           0.0033915,             0.67681,             0.77061,             0.74924,             0.38155,            0.049316,            0.026988,           0.0012866,           0.0063172,           0.0063172,           0.0063172
                 373,            0.052449,            0.032105,           0.0033915,             0.67681,             0.77061,             0.74924,             0.38155,            0.049316,            0.026988,           0.0012866,           0.0063172,           0.0063172,           0.0063172
                 374,            0.055206,            0.048699,           0.0025063,             0.67681,             0.77061,             0.74924,             0.38155,            0.049316,            0.026988,           0.0012866,           0.0063073,           0.0063073,           0.0063073
                 374,            0.055206,            0.048699,           0.0025063,             0.67681,             0.77061,             0.74924,             0.38155,            0.049316,            0.026988,           0.0012866,           0.0063073,           0.0063073,           0.0063073
                 375,            0.050326,            0.036954,           0.0021174,             0.83677,             0.78125,             0.90731,             0.43981,             0.04763,            0.026835,           0.0012969,           0.0062974,           0.0062974,           0.0062974
                 375,            0.050326,            0.036954,           0.0021174,             0.83677,             0.78125,             0.90731,             0.43981,             0.04763,            0.026835,           0.0012969,           0.0062974,           0.0062974,           0.0062974
                 376,            0.054289,            0.046082,           0.0026159,             0.83677,             0.78125,             0.90731,             0.43981,             0.04763,            0.026835,           0.0012969,           0.0062875,           0.0062875,           0.0062875
                 376,            0.054289,            0.046082,           0.0026159,             0.83677,             0.78125,             0.90731,             0.43981,             0.04763,            0.026835,           0.0012969,           0.0062875,           0.0062875,           0.0062875
                 377,            0.058436,            0.029545,           0.0029969,             0.83677,             0.78125,             0.90731,             0.43981,             0.04763,            0.026835,           0.0012969,           0.0062776,           0.0062776,           0.0062776
                 377,            0.058436,            0.029545,           0.0029969,             0.83677,             0.78125,             0.90731,             0.43981,             0.04763,            0.026835,           0.0012969,           0.0062776,           0.0062776,           0.0062776
                 378,            0.049444,             0.03835,           0.0035154,             0.83677,             0.78125,             0.90731,             0.43981,             0.04763,            0.026835,           0.0012969,           0.0062677,           0.0062677,           0.0062677
                 378,            0.049444,             0.03835,           0.0035154,             0.83677,             0.78125,             0.90731,             0.43981,             0.04763,            0.026835,           0.0012969,           0.0062677,           0.0062677,           0.0062677
                 379,            0.047006,            0.034334,           0.0027335,              0.7573,             0.81474,             0.86232,             0.49482,            0.044863,            0.026763,            0.001287,           0.0062578,           0.0062578,           0.0062578
                 379,            0.047006,            0.034334,           0.0027335,              0.7573,             0.81474,             0.86232,             0.49482,            0.044863,            0.026763,            0.001287,           0.0062578,           0.0062578,           0.0062578
                 380,            0.040085,            0.042028,           0.0059419,              0.7573,             0.81474,             0.86232,             0.49482,            0.044863,            0.026763,            0.001287,           0.0062479,           0.0062479,           0.0062479
                 380,            0.040085,            0.042028,           0.0059419,              0.7573,             0.81474,             0.86232,             0.49482,            0.044863,            0.026763,            0.001287,           0.0062479,           0.0062479,           0.0062479
                 381,            0.045237,            0.043188,           0.0034356,              0.7573,             0.81474,             0.86232,             0.49482,            0.044863,            0.026763,            0.001287,            0.006238,            0.006238,            0.006238
                 381,            0.045237,            0.043188,           0.0034356,              0.7573,             0.81474,             0.86232,             0.49482,            0.044863,            0.026763,            0.001287,            0.006238,            0.006238,            0.006238
                 382,            0.052803,            0.042971,           0.0030828,              0.7573,             0.81474,             0.86232,             0.49482,            0.044863,            0.026763,            0.001287,           0.0062281,           0.0062281,           0.0062281
                 382,            0.052803,            0.042971,           0.0030828,              0.7573,             0.81474,             0.86232,             0.49482,            0.044863,            0.026763,            0.001287,           0.0062281,           0.0062281,           0.0062281
                 383,            0.051236,            0.032617,           0.0022146,             0.80217,             0.78125,               0.878,             0.55012,            0.044447,            0.026254,           0.0012833,           0.0062182,           0.0062182,           0.0062182
                 383,            0.051236,            0.032617,           0.0022146,             0.80217,             0.78125,               0.878,             0.55012,            0.044447,            0.026254,           0.0012833,           0.0062182,           0.0062182,           0.0062182
                 384,            0.049978,            0.038027,            0.002981,             0.80217,             0.78125,               0.878,             0.55012,            0.044447,            0.026254,           0.0012833,           0.0062083,           0.0062083,           0.0062083
                 384,            0.049978,            0.038027,            0.002981,             0.80217,             0.78125,               0.878,             0.55012,            0.044447,            0.026254,           0.0012833,           0.0062083,           0.0062083,           0.0062083
                 385,            0.051623,             0.04107,            0.002545,             0.80217,             0.78125,               0.878,             0.55012,            0.044447,            0.026254,           0.0012833,           0.0061984,           0.0061984,           0.0061984
                 385,            0.051623,             0.04107,            0.002545,             0.80217,             0.78125,               0.878,             0.55012,            0.044447,            0.026254,           0.0012833,           0.0061984,           0.0061984,           0.0061984
                 386,            0.050455,            0.048175,           0.0031306,             0.80217,             0.78125,               0.878,             0.55012,            0.044447,            0.026254,           0.0012833,           0.0061885,           0.0061885,           0.0061885
                 386,            0.050455,            0.048175,           0.0031306,             0.80217,             0.78125,               0.878,             0.55012,            0.044447,            0.026254,           0.0012833,           0.0061885,           0.0061885,           0.0061885
                 387,            0.047353,             0.04263,           0.0022033,             0.87543,             0.78125,              0.9022,             0.55549,            0.041566,            0.026296,           0.0012861,           0.0061786,           0.0061786,           0.0061786
                 387,            0.047353,             0.04263,           0.0022033,             0.87543,             0.78125,              0.9022,             0.55549,            0.041566,            0.026296,           0.0012861,           0.0061786,           0.0061786,           0.0061786
                 388,            0.046509,            0.046414,           0.0034583,             0.87543,             0.78125,              0.9022,             0.55549,            0.041566,            0.026296,           0.0012861,           0.0061687,           0.0061687,           0.0061687
                 388,            0.046509,            0.046414,           0.0034583,             0.87543,             0.78125,              0.9022,             0.55549,            0.041566,            0.026296,           0.0012861,           0.0061687,           0.0061687,           0.0061687
                 389,            0.047537,            0.045937,           0.0042191,             0.87543,             0.78125,              0.9022,             0.55549,            0.041566,            0.026296,           0.0012861,           0.0061588,           0.0061588,           0.0061588
                 389,            0.047537,            0.045937,           0.0042191,             0.87543,             0.78125,              0.9022,             0.55549,            0.041566,            0.026296,           0.0012861,           0.0061588,           0.0061588,           0.0061588
                 390,            0.042897,            0.033391,           0.0095205,             0.87543,             0.78125,              0.9022,             0.55549,            0.041566,            0.026296,           0.0012861,           0.0061489,           0.0061489,           0.0061489
                 390,            0.042897,            0.033391,           0.0095205,             0.87543,             0.78125,              0.9022,             0.55549,            0.041566,            0.026296,           0.0012861,           0.0061489,           0.0061489,           0.0061489
                 391,            0.041368,            0.022237,           0.0024509,             0.72175,                0.75,             0.84612,              0.4044,            0.043467,             0.02619,           0.0013122,            0.006139,            0.006139,            0.006139
                 391,            0.041368,            0.022237,           0.0024509,             0.72175,                0.75,             0.84612,              0.4044,            0.043467,             0.02619,           0.0013122,            0.006139,            0.006139,            0.006139
                 392,            0.048545,            0.027489,           0.0053684,             0.72175,                0.75,             0.84612,              0.4044,            0.043467,             0.02619,           0.0013122,           0.0061291,           0.0061291,           0.0061291
                 392,            0.048545,            0.027489,           0.0053684,             0.72175,                0.75,             0.84612,              0.4044,            0.043467,             0.02619,           0.0013122,           0.0061291,           0.0061291,           0.0061291
                 393,            0.045734,            0.029299,           0.0027164,             0.72175,                0.75,             0.84612,              0.4044,            0.043467,             0.02619,           0.0013122,           0.0061192,           0.0061192,           0.0061192
                 393,            0.045734,            0.029299,           0.0027164,             0.72175,                0.75,             0.84612,              0.4044,            0.043467,             0.02619,           0.0013122,           0.0061192,           0.0061192,           0.0061192
                 394,            0.048732,            0.037985,           0.0022822,             0.72175,                0.75,             0.84612,              0.4044,            0.043467,             0.02619,           0.0013122,           0.0061093,           0.0061093,           0.0061093
                 394,            0.048732,            0.037985,           0.0022822,             0.72175,                0.75,             0.84612,              0.4044,            0.043467,             0.02619,           0.0013122,           0.0061093,           0.0061093,           0.0061093
                 395,            0.048901,            0.041705,           0.0024319,             0.57169,             0.97699,             0.81743,             0.40632,            0.044718,            0.026607,           0.0013017,           0.0060994,           0.0060994,           0.0060994
                 395,            0.048901,            0.041705,           0.0024319,             0.57169,             0.97699,             0.81743,             0.40632,            0.044718,            0.026607,           0.0013017,           0.0060994,           0.0060994,           0.0060994
                 396,            0.050563,            0.038012,           0.0026786,             0.57169,             0.97699,             0.81743,             0.40632,            0.044718,            0.026607,           0.0013017,           0.0060895,           0.0060895,           0.0060895
                 396,            0.050563,            0.038012,           0.0026786,             0.57169,             0.97699,             0.81743,             0.40632,            0.044718,            0.026607,           0.0013017,           0.0060895,           0.0060895,           0.0060895
                 397,            0.047556,            0.031365,           0.0021803,             0.57169,             0.97699,             0.81743,             0.40632,            0.044718,            0.026607,           0.0013017,           0.0060796,           0.0060796,           0.0060796
                 397,            0.047556,            0.031365,           0.0021803,             0.57169,             0.97699,             0.81743,             0.40632,            0.044718,            0.026607,           0.0013017,           0.0060796,           0.0060796,           0.0060796
                 398,            0.049524,            0.042023,           0.0021567,             0.57169,             0.97699,             0.81743,             0.40632,            0.044718,            0.026607,           0.0013017,           0.0060697,           0.0060697,           0.0060697
                 398,            0.049524,            0.042023,           0.0021567,             0.57169,             0.97699,             0.81743,             0.40632,            0.044718,            0.026607,           0.0013017,           0.0060697,           0.0060697,           0.0060697
                 399,            0.046628,            0.031667,           0.0024235,             0.78883,             0.85988,             0.89839,             0.42072,             0.04702,            0.026629,           0.0013038,           0.0060598,           0.0060598,           0.0060598
                 399,            0.046628,            0.031667,           0.0024235,             0.78883,             0.85988,             0.89839,             0.42072,             0.04702,            0.026629,           0.0013038,           0.0060598,           0.0060598,           0.0060598
                 400,            0.048134,            0.042879,           0.0030834,             0.78883,             0.85988,             0.89839,             0.42072,             0.04702,            0.026629,           0.0013038,           0.0060499,           0.0060499,           0.0060499
                 400,            0.048134,            0.042879,           0.0030834,             0.78883,             0.85988,             0.89839,             0.42072,             0.04702,            0.026629,           0.0013038,           0.0060499,           0.0060499,           0.0060499
                 401,            0.049133,            0.031262,           0.0019939,             0.78883,             0.85988,             0.89839,             0.42072,             0.04702,            0.026629,           0.0013038,             0.00604,             0.00604,             0.00604
                 401,            0.049133,            0.031262,           0.0019939,             0.78883,             0.85988,             0.89839,             0.42072,             0.04702,            0.026629,           0.0013038,             0.00604,             0.00604,             0.00604
                 402,             0.05107,            0.051954,           0.0076839,             0.78883,             0.85988,             0.89839,             0.42072,             0.04702,            0.026629,           0.0013038,           0.0060301,           0.0060301,           0.0060301
                 402,             0.05107,            0.051954,           0.0076839,             0.78883,             0.85988,             0.89839,             0.42072,             0.04702,            0.026629,           0.0013038,           0.0060301,           0.0060301,           0.0060301
                 403,            0.049018,            0.036062,           0.0033801,             0.82647,             0.84375,             0.90184,             0.49577,            0.043151,            0.026424,           0.0012889,           0.0060202,           0.0060202,           0.0060202
                 403,            0.049018,            0.036062,           0.0033801,             0.82647,             0.84375,             0.90184,             0.49577,            0.043151,            0.026424,           0.0012889,           0.0060202,           0.0060202,           0.0060202
                 404,            0.043775,            0.041577,           0.0024793,             0.82647,             0.84375,             0.90184,             0.49577,            0.043151,            0.026424,           0.0012889,           0.0060103,           0.0060103,           0.0060103
                 404,            0.043775,            0.041577,           0.0024793,             0.82647,             0.84375,             0.90184,             0.49577,            0.043151,            0.026424,           0.0012889,           0.0060103,           0.0060103,           0.0060103
                 405,            0.046817,            0.034318,           0.0034665,             0.82647,             0.84375,             0.90184,             0.49577,            0.043151,            0.026424,           0.0012889,           0.0060004,           0.0060004,           0.0060004
                 405,            0.046817,            0.034318,           0.0034665,             0.82647,             0.84375,             0.90184,             0.49577,            0.043151,            0.026424,           0.0012889,           0.0060004,           0.0060004,           0.0060004
                 406,            0.052503,            0.031943,           0.0022253,             0.82647,             0.84375,             0.90184,             0.49577,            0.043151,            0.026424,           0.0012889,           0.0059905,           0.0059905,           0.0059905
                 406,            0.052503,            0.031943,           0.0022253,             0.82647,             0.84375,             0.90184,             0.49577,            0.043151,            0.026424,           0.0012889,           0.0059905,           0.0059905,           0.0059905
                 407,             0.04782,            0.028804,           0.0023556,             0.71192,               0.875,              0.7909,              0.4346,             0.04809,             0.02707,           0.0012807,           0.0059806,           0.0059806,           0.0059806
                 407,             0.04782,            0.028804,           0.0023556,             0.71192,               0.875,              0.7909,              0.4346,             0.04809,             0.02707,           0.0012807,           0.0059806,           0.0059806,           0.0059806
                 408,            0.047349,            0.032814,           0.0024286,             0.71192,               0.875,              0.7909,              0.4346,             0.04809,             0.02707,           0.0012807,           0.0059707,           0.0059707,           0.0059707
                 408,            0.047349,            0.032814,           0.0024286,             0.71192,               0.875,              0.7909,              0.4346,             0.04809,             0.02707,           0.0012807,           0.0059707,           0.0059707,           0.0059707
                 409,            0.053321,             0.02317,           0.0013304,             0.71192,               0.875,              0.7909,              0.4346,             0.04809,             0.02707,           0.0012807,           0.0059608,           0.0059608,           0.0059608
                 409,            0.053321,             0.02317,           0.0013304,             0.71192,               0.875,              0.7909,              0.4346,             0.04809,             0.02707,           0.0012807,           0.0059608,           0.0059608,           0.0059608
                 410,             0.05067,            0.034329,           0.0035163,             0.71192,               0.875,              0.7909,              0.4346,             0.04809,             0.02707,           0.0012807,           0.0059509,           0.0059509,           0.0059509
                 410,             0.05067,            0.034329,           0.0035163,             0.71192,               0.875,              0.7909,              0.4346,             0.04809,             0.02707,           0.0012807,           0.0059509,           0.0059509,           0.0059509
                 411,            0.047237,            0.036289,           0.0019214,             0.88181,              0.9375,             0.96915,             0.47134,            0.040865,            0.026359,           0.0012728,            0.005941,            0.005941,            0.005941
                 411,            0.047237,            0.036289,           0.0019214,             0.88181,              0.9375,             0.96915,             0.47134,            0.040865,            0.026359,           0.0012728,            0.005941,            0.005941,            0.005941
                 412,            0.048083,            0.028359,           0.0026872,             0.88181,              0.9375,             0.96915,             0.47134,            0.040865,            0.026359,           0.0012728,           0.0059311,           0.0059311,           0.0059311
                 412,            0.048083,            0.028359,           0.0026872,             0.88181,              0.9375,             0.96915,             0.47134,            0.040865,            0.026359,           0.0012728,           0.0059311,           0.0059311,           0.0059311
                 413,            0.044973,            0.046928,           0.0032986,             0.88181,              0.9375,             0.96915,             0.47134,            0.040865,            0.026359,           0.0012728,           0.0059212,           0.0059212,           0.0059212
                 413,            0.044973,            0.046928,           0.0032986,             0.88181,              0.9375,             0.96915,             0.47134,            0.040865,            0.026359,           0.0012728,           0.0059212,           0.0059212,           0.0059212
                 414,            0.042632,            0.037397,           0.0042789,             0.88181,              0.9375,             0.96915,             0.47134,            0.040865,            0.026359,           0.0012728,           0.0059113,           0.0059113,           0.0059113
                 414,            0.042632,            0.037397,           0.0042789,             0.88181,              0.9375,             0.96915,             0.47134,            0.040865,            0.026359,           0.0012728,           0.0059113,           0.0059113,           0.0059113
                 415,            0.048375,            0.040381,           0.0021423,             0.71663,              0.9375,             0.87058,             0.49149,            0.040035,            0.026469,           0.0012778,           0.0059014,           0.0059014,           0.0059014
                 415,            0.048375,            0.040381,           0.0021423,             0.71663,              0.9375,             0.87058,             0.49149,            0.040035,            0.026469,           0.0012778,           0.0059014,           0.0059014,           0.0059014
                 416,            0.047476,            0.031728,            0.002965,             0.71663,              0.9375,             0.87058,             0.49149,            0.040035,            0.026469,           0.0012778,           0.0058915,           0.0058915,           0.0058915
                 416,            0.047476,            0.031728,            0.002965,             0.71663,              0.9375,             0.87058,             0.49149,            0.040035,            0.026469,           0.0012778,           0.0058915,           0.0058915,           0.0058915
                 417,            0.046895,            0.040964,           0.0016472,             0.71663,              0.9375,             0.87058,             0.49149,            0.040035,            0.026469,           0.0012778,           0.0058816,           0.0058816,           0.0058816
                 417,            0.046895,            0.040964,           0.0016472,             0.71663,              0.9375,             0.87058,             0.49149,            0.040035,            0.026469,           0.0012778,           0.0058816,           0.0058816,           0.0058816
                 418,            0.045011,            0.034213,            0.002093,             0.71663,              0.9375,             0.87058,             0.49149,            0.040035,            0.026469,           0.0012778,           0.0058717,           0.0058717,           0.0058717
                 418,            0.045011,            0.034213,            0.002093,             0.71663,              0.9375,             0.87058,             0.49149,            0.040035,            0.026469,           0.0012778,           0.0058717,           0.0058717,           0.0058717
                 419,            0.047617,            0.039145,           0.0018715,             0.73363,             0.91319,             0.88725,             0.48838,            0.040288,            0.026886,           0.0012602,           0.0058618,           0.0058618,           0.0058618
                 419,            0.047617,            0.039145,           0.0018715,             0.73363,             0.91319,             0.88725,             0.48838,            0.040288,            0.026886,           0.0012602,           0.0058618,           0.0058618,           0.0058618
                 420,            0.049007,            0.028222,           0.0021192,             0.73363,             0.91319,             0.88725,             0.48838,            0.040288,            0.026886,           0.0012602,           0.0058519,           0.0058519,           0.0058519
                 420,            0.049007,            0.028222,           0.0021192,             0.73363,             0.91319,             0.88725,             0.48838,            0.040288,            0.026886,           0.0012602,           0.0058519,           0.0058519,           0.0058519
                 421,            0.044607,            0.043483,           0.0022866,             0.73363,             0.91319,             0.88725,             0.48838,            0.040288,            0.026886,           0.0012602,            0.005842,            0.005842,            0.005842
                 421,            0.044607,            0.043483,           0.0022866,             0.73363,             0.91319,             0.88725,             0.48838,            0.040288,            0.026886,           0.0012602,            0.005842,            0.005842,            0.005842
                 422,            0.046861,            0.032919,           0.0023741,             0.73363,             0.91319,             0.88725,             0.48838,            0.040288,            0.026886,           0.0012602,           0.0058321,           0.0058321,           0.0058321
                 422,            0.046861,            0.032919,           0.0023741,             0.73363,             0.91319,             0.88725,             0.48838,            0.040288,            0.026886,           0.0012602,           0.0058321,           0.0058321,           0.0058321
                 423,            0.043148,            0.030721,            0.002355,              0.7304,             0.94186,             0.90108,             0.46241,            0.041562,            0.027302,           0.0012339,           0.0058222,           0.0058222,           0.0058222
                 423,            0.043148,            0.030721,            0.002355,              0.7304,             0.94186,             0.90108,             0.46241,            0.041562,            0.027302,           0.0012339,           0.0058222,           0.0058222,           0.0058222
                 424,            0.050168,            0.031728,             0.00255,              0.7304,             0.94186,             0.90108,             0.46241,            0.041562,            0.027302,           0.0012339,           0.0058123,           0.0058123,           0.0058123
                 424,            0.050168,            0.031728,             0.00255,              0.7304,             0.94186,             0.90108,             0.46241,            0.041562,            0.027302,           0.0012339,           0.0058123,           0.0058123,           0.0058123
                 425,             0.04897,            0.022493,           0.0017453,              0.7304,             0.94186,             0.90108,             0.46241,            0.041562,            0.027302,           0.0012339,           0.0058024,           0.0058024,           0.0058024
                 425,             0.04897,            0.022493,           0.0017453,              0.7304,             0.94186,             0.90108,             0.46241,            0.041562,            0.027302,           0.0012339,           0.0058024,           0.0058024,           0.0058024
                 426,            0.046344,            0.035986,           0.0014688,              0.7304,             0.94186,             0.90108,             0.46241,            0.041562,            0.027302,           0.0012339,           0.0057925,           0.0057925,           0.0057925
                 426,            0.046344,            0.035986,           0.0014688,              0.7304,             0.94186,             0.90108,             0.46241,            0.041562,            0.027302,           0.0012339,           0.0057925,           0.0057925,           0.0057925
                 427,            0.050308,            0.036299,           0.0031118,              0.6812,             0.96875,             0.82744,             0.44987,            0.041659,            0.026202,           0.0012388,           0.0057826,           0.0057826,           0.0057826
                 427,            0.050308,            0.036299,           0.0031118,              0.6812,             0.96875,             0.82744,             0.44987,            0.041659,            0.026202,           0.0012388,           0.0057826,           0.0057826,           0.0057826
                 428,            0.049353,            0.033115,            0.002398,              0.6812,             0.96875,             0.82744,             0.44987,            0.041659,            0.026202,           0.0012388,           0.0057727,           0.0057727,           0.0057727
